fov,y,x,probability,object_intensity
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,951.5441,572.9333,0.5835,0.4256
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,949.7671,749.6565,0.5081,0.478
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,949.0,511.0,0.4521,0.4101
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,948.0,458.0,0.452,0.4516
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,947.0494,735.8183,0.7014,0.5803
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,946.0,745.0,0.4435,0.503
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,945.884,703.6262,0.5766,0.5211
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,945.1449,403.5387,0.4778,0.3648
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,945.0686,389.1523,0.4747,0.3542
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,946.3626,370.5982,0.6631,0.3634
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,944.2051,695.6139,0.4966,0.4742
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,945.2016,601.3939,0.5078,0.3574
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,943.6933,473.8975,0.4974,0.495
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,942.844,689.4636,0.4972,0.4401
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,943.0,671.0,0.4403,0.4019
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,942.8045,663.9161,0.4993,0.4181
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,942.1795,493.3321,0.4689,0.4805
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,940.9149,746.3395,0.4802,0.5107
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,940.2092,719.2648,0.6355,0.4882
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,939.1597,708.678,0.4851,0.4083
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,938.9107,676.6299,0.484,0.3923
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,940.1573,481.9708,0.4731,0.4958
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,937.6039,737.4952,0.6219,0.6228
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,938.1914,727.7793,0.4919,0.4274
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,937.9624,655.6293,0.4902,0.3489
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,934.5725,683.008,0.783,0.6486
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,934.8749,701.3359,0.5005,0.404
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,934.2733,173.9793,0.5031,0.1973
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,932.9649,486.5812,0.4922,0.5065
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,932.1186,660.4826,0.4952,0.3092
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,932.0,497.0,0.4436,0.493
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,931.6118,408.4168,0.4865,0.4007
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,931.5639,180.6161,0.4926,0.1997
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,931.5759,165.8528,0.4943,0.1787
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,930.8522,687.8408,0.5194,0.4421
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,926.3216,733.6329,0.5285,0.441
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,926.548,702.4611,0.689,0.5441
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,927.4245,671.3563,0.5114,0.3681
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,926.9354,457.6087,0.4894,0.4525
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,925.9654,541.0073,0.8793,0.7704
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,925.0,503.0,0.4299,0.4875
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,923.9984,661.9474,0.5187,0.3501
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,924.0,410.0,0.4686,0.4145
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,922.8888,692.6925,0.7662,0.4431
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,922.3908,401.3284,0.498,0.3697
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,921.989,720.8109,0.5081,0.3939
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,921.7843,467.9665,0.5594,0.5172
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,920.0,495.0,0.4414,0.4509
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,918.892,676.8895,0.7329,0.4355
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,919.2795,413.4912,0.5374,0.4825
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,918.6602,816.2241,0.5001,0.2379
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,918.4038,735.7108,0.4998,0.3959
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,915.8169,655.2869,0.5005,0.2817
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,915.478,726.4762,0.6969,0.595
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,912.9746,740.7455,0.5223,0.3432
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,912.2387,710.6967,0.5774,0.4297
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,912.0274,696.8488,0.8357,0.4659
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,911.6597,399.7887,0.4948,0.3599
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,911.1508,330.7683,0.5517,0.3371
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,910.0947,674.6047,0.5066,0.3463
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,908.1548,424.408,0.5132,0.4481
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,907.0024,540.9841,0.6679,0.5965
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,906.4366,726.9993,0.4915,0.3393
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,905.0914,408.2498,0.4963,0.3546
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,903.9934,719.9799,0.85,0.4429
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,903.4105,677.6441,0.6664,0.3981
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,903.0,451.0,0.4342,0.4637
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,902.0128,685.4229,0.6643,0.4065
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,900.8181,787.682,0.6429,0.2813
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,900.5309,426.6781,0.6877,0.5679
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,899.9077,356.867,0.4933,0.3254
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,898.9252,443.0356,0.5353,0.5808
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,897.5487,280.0366,0.5428,0.3313
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,895.5918,541.3942,0.5106,0.5827
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,896.3855,453.655,0.5028,0.5104
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,896.0,403.0,0.4569,0.3113
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,893.9889,739.9749,0.8777,0.4246
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,894.2439,691.5905,0.4935,0.2985
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,891.4536,511.5595,0.4978,0.5917
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,891.1445,709.3055,0.5036,0.3564
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,890.981,374.8522,0.8477,0.5218
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,889.1992,416.3206,0.5094,0.4181
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,887.9972,461.8827,0.5008,0.5187
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,888.9437,453.2051,0.5004,0.5648
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,886.8294,469.9093,0.6742,0.6354
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,886.714,585.8284,0.4849,0.3005
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,885.8326,500.8111,0.4869,0.4875
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,886.1171,359.5772,0.613,0.4086
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,886.0,330.0,0.4715,0.3683
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,885.0198,492.0519,0.6481,0.687
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,883.4333,673.4631,0.5093,0.2726
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,884.0,434.0,0.431,0.4641
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,884.0118,292.156,0.5017,0.3769
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,883.7569,126.6437,0.496,0.2098
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,882.7562,304.7798,0.4888,0.3466
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,881.1272,545.2322,0.5826,0.5148
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,880.5169,342.6984,0.5498,0.4357
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,881.1562,257.9952,0.8353,0.5307
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,880.5039,231.8332,0.4787,0.2699
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,880.2489,471.8912,0.5726,0.6052
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,877.9303,535.1434,0.5191,0.4799
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,877.8634,526.0506,0.843,0.6931
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,877.3514,486.5046,0.4873,0.5625
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,878.383,260.8741,0.4871,0.3952
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,877.1757,287.1414,0.5114,0.3531
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,876.0654,460.4311,0.4973,0.5707
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,875.6703,301.1567,0.4789,0.349
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,874.223,717.878,0.7618,0.3489
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,874.8423,314.3125,0.4731,0.408
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,873.1055,378.0988,0.8586,0.6712
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,872.2111,344.4689,0.5086,0.4508
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,872.945,395.2407,0.488,0.293
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,872.092,332.9491,0.502,0.3862
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,870.0537,480.0159,0.4827,0.5924
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,870.3866,464.4198,0.4986,0.584
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,870.8439,272.7494,0.4881,0.3578
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,870.0,529.0,0.4412,0.5312
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,870.0,515.0,0.4169,0.5413
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,869.9634,493.5304,0.5407,0.6121
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,870.1319,451.892,0.6868,0.6568
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,867.3402,305.9872,0.4797,0.38
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,866.5851,443.222,0.4802,0.4554
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,867.5758,427.4961,0.4843,0.3815
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,864.9053,523.0372,0.5308,0.7322
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,864.7432,287.1833,0.5025,0.3811
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,865.6233,276.527,0.4928,0.3681
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,865.0,237.0,0.4765,0.2875
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,863.5714,371.0388,0.4976,0.4262
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,864.1204,266.8454,0.4992,0.3663
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,863.8848,216.8793,0.8218,0.429
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,863.0122,546.4915,0.4905,0.4432
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,863.0,507.0,0.4158,0.526
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,862.9216,300.0547,0.8359,0.5331
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,861.9594,432.8434,0.5069,0.461
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,860.4363,638.334,0.5017,0.3698
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,859.5496,655.846,0.504,0.3321
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,858.9719,530.2332,0.5131,0.6145
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,858.9828,447.1183,0.5005,0.5469
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,859.2245,348.8436,0.5048,0.4125
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,857.9816,244.0296,0.8319,0.471
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,856.8678,775.0508,0.4996,0.2501
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,856.7148,480.527,0.4871,0.6577
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,857.0,468.0,0.4162,0.5145
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,856.9555,294.8587,0.6094,0.473
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,855.7829,458.4719,0.5523,0.5896
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,854.7638,729.8008,0.5105,0.2718
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,855.2681,679.1153,0.5223,0.3576
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,855.9734,632.4974,0.4989,0.3476
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,854.8105,403.5187,0.4883,0.4358
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,855.0,282.0,0.4685,0.3774
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,854.0708,667.4929,0.7452,0.5761
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,852.4042,647.4251,0.4966,0.3863
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,852.1296,353.5644,0.5714,0.4796
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,850.9351,555.0246,0.5013,0.3572
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,851.0,168.0,0.4745,0.2024
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,850.0,270.0,0.4588,0.3581
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,850.3338,240.1861,0.4996,0.3274
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,848.8971,671.9738,0.7387,0.5157
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,848.7384,626.274,0.6495,0.4155
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,848.3884,407.5619,0.4779,0.4702
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,848.0142,284.0542,0.5028,0.4307
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,848.2055,518.5723,0.4973,0.5288
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,848.3347,476.0002,0.5041,0.5601
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,848.0,373.0,0.4561,0.4307
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,847.7791,684.5446,0.4847,0.3704
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,847.3948,257.0369,0.5666,0.4444
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,846.1459,706.0655,0.6165,0.3188
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,845.7373,538.0005,0.8001,0.5737
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,846.1853,511.2434,0.5051,0.5717
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,846.1391,719.1202,0.4953,0.2559
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,845.7218,484.4424,0.4999,0.4416
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,845.3656,417.3635,0.4951,0.436
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,845.0,246.0,0.4144,0.3568
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,842.6565,387.7191,0.4615,0.4226
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,843.0,666.0,0.4706,0.4208
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,844.0607,633.1023,0.4772,0.4212
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,843.0205,596.0227,0.7027,0.4635
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,843.0115,549.8789,0.6533,0.4706
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,843.0,233.0,0.4197,0.3085
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,842.2539,640.4624,0.7612,0.7324
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,842.7029,272.7848,0.4994,0.4034
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,841.0,365.0,0.4425,0.4472
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,839.1787,656.804,0.4845,0.4571
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,840.4054,263.0381,0.4985,0.4013
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,839.0,555.0,0.4165,0.3651
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,839.0888,505.6961,0.7017,0.7296
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,839.0,450.0,0.4243,0.4912
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,838.1401,280.1342,0.4736,0.3656
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,837.7356,691.9816,0.481,0.4328
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,838.0,649.0,0.4658,0.4714
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,837.9432,478.2358,0.5098,0.5351
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,836.6576,402.2252,0.5149,0.4368
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,833.554,678.4872,0.5315,0.5479
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,833.4629,526.2326,0.496,0.548
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,834.0338,416.1057,0.5128,0.4148
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,833.8738,381.6934,0.5692,0.5314
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,833.085,627.4903,0.502,0.4696
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,833.1004,272.1347,0.4966,0.4136
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,832.238,492.2369,0.4844,0.5491
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,832.0,367.0,0.4488,0.4626
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,830.6461,474.4354,0.6824,0.7971
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,830.8948,354.8359,0.7495,0.604
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,831.9101,253.714,0.4917,0.4105
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,830.0,528.0,0.4643,0.5282
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,829.6135,654.6919,0.4985,0.5219
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,828.2709,574.2919,0.5028,0.3638
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,827.1057,709.7774,0.4939,0.382
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,827.4826,668.5702,0.6021,0.6259
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,826.9849,535.3695,0.4903,0.3644
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,826.6707,481.7625,0.4957,0.5326
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,827.0,401.0,0.407,0.3738
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,826.1729,826.3888,0.5563,0.453
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,826.2773,465.1521,0.5195,0.5101
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,826.0,246.0,0.4613,0.3498
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,825.0,690.0,0.4759,0.4254
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,825.0,643.0,0.4726,0.5133
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,824.8508,632.8294,0.7481,0.576
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,824.0,677.0,0.4032,0.5714
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,824.3321,410.728,0.6149,0.4875
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,823.2247,545.0566,0.6742,0.4458
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,822.2633,230.1559,0.4911,0.3242
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,822.0066,705.4813,0.5121,0.4003
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,822.3811,487.195,0.6683,0.6693
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,823.2402,474.3254,0.4934,0.496
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,821.8556,435.8272,0.5712,0.3978
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,819.911,672.1081,0.449,0.6193
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,820.6932,522.8275,0.7275,0.5865
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,821.4963,510.4311,0.4818,0.4594
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,820.842,456.638,0.4939,0.4065
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,819.8261,713.0702,0.7753,0.5713
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,819.4276,670.0156,0.4896,0.6164
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,819.4485,562.0102,0.5561,0.4131
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,818.0834,355.9814,0.4937,0.4891
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,818.8089,263.8686,0.4674,0.4244
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,816.6812,685.6016,0.5402,0.5431
