fov,y,x,probability,object_intensity
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,728.0,146.0,0.4308,0.3471
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,726.91,129.8433,0.496,0.3419
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,726.1128,172.6276,0.4961,0.4766
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,724.853,434.0755,0.8012,0.589
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,724.8722,415.1496,0.7832,0.5022
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,725.0,354.0,0.4511,0.3149
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,725.5274,212.218,0.5047,0.5254
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,725.0062,198.0342,0.8511,0.716
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,723.4393,240.1033,0.5783,0.7912
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,723.7453,230.8926,0.4926,0.5067
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,723.0,687.0,0.4529,0.4786
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,722.0498,135.6949,0.4826,0.3665
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,720.284,639.9994,0.7092,0.624
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,720.8078,224.1224,0.4883,0.4713
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,720.1541,106.4206,0.5347,0.3609
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,719.3272,705.8213,0.472,0.4209
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,719.0989,247.4641,0.5304,0.7296
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,718.6851,119.1444,0.5877,0.3837
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,718.0,368.0,0.4401,0.3922
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,718.0,359.0,0.4384,0.3492
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,718.0,169.0,0.4549,0.5226
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,717.1153,797.9665,0.504,0.5047
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,716.543,673.0028,0.6059,0.5654
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,717.5209,623.1522,0.4731,0.4787
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,716.9097,604.9886,0.5414,0.5282
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,717.0,243.0,0.4558,0.6503
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,715.9345,435.4772,0.697,0.4421
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,715.8704,216.1054,0.6122,0.6061
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,713.2308,727.712,0.4711,0.407
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,714.0,310.0,0.4453,0.3037
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,713.428,209.3943,0.5689,0.5932
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,713.187,693.2975,0.5138,0.5586
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,713.0,623.0,0.4703,0.5001
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,712.7462,460.6949,0.5173,0.3047
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,713.3322,343.499,0.5483,0.4274
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,712.5542,251.6432,0.4665,0.47
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,712.6802,156.5485,0.7198,0.7108
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,712.8561,125.1261,0.5155,0.4262
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,711.702,713.9836,0.7858,0.5612
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,711.486,775.6605,0.4933,0.4155
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,710.7658,222.921,0.7541,0.7548
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,711.2863,192.4219,0.6568,0.5589
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,710.4476,359.2772,0.5136,0.3685
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,710.475,245.6622,0.4982,0.5197
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,710.554,202.2591,0.517,0.5527
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,709.7506,183.8922,0.5128,0.4972
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,710.535,105.1432,0.4869,0.2762
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,709.9291,703.2611,0.496,0.4117
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,709.0016,613.311,0.5684,0.5422
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,709.5756,335.9351,0.5039,0.3535
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,708.0691,656.5151,0.7149,0.6514
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,708.2594,644.27,0.5085,0.5179
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,707.8812,437.1097,0.8445,0.514
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,707.5508,311.876,0.5673,0.366
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,706.7546,809.3797,0.5296,0.6133
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,706.4108,297.9508,0.6258,0.3516
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,707.0376,238.7628,0.8144,0.8695
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,705.8512,779.0676,0.7481,0.5996
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,706.503,681.9949,0.5029,0.4868
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,705.9823,634.7063,0.6179,0.5826
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,705.336,671.466,0.5935,0.5788
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,705.0132,604.673,0.5038,0.4659
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,705.0,423.0,0.4654,0.3992
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,704.8266,372.9425,0.5017,0.3727
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,705.0933,175.7428,0.4873,0.4992
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,703.8826,195.6547,0.5395,0.4956
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,702.2355,384.3855,0.4836,0.3984
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,703.0,248.0,0.4697,0.4505
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,701.8507,432.1095,0.7809,0.5598
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,701.7109,413.7878,0.5251,0.4435
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,701.7043,213.3147,0.7182,0.7354
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,700.7297,393.6942,0.5018,0.403
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,700.9636,226.8344,0.6373,0.7769
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,699.7913,800.4537,0.493,0.5768
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,700.1456,238.3103,0.5046,0.6372
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,700.131,204.1541,0.5165,0.4846
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,698.1347,831.7995,0.472,0.4712
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,698.8273,782.5331,0.8071,0.976
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,698.935,622.6444,0.4929,0.4953
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,698.8617,418.0818,0.4934,0.4007
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,699.0,312.0,0.408,0.2859
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,699.4392,58.4404,0.6209,0.4035
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,698.0,694.0,0.4614,0.4169
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,697.9838,449.0118,0.9066,0.4719
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,695.4034,398.6189,0.6519,0.5803
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,695.9347,358.8709,0.568,0.3715
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,695.9095,231.085,0.8502,1.0452
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,696.1079,177.9937,0.7465,0.6754
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,696.4084,169.1642,0.5138,0.508
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,696.749,105.2032,0.506,0.3149
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,694.9407,819.7351,0.5341,0.6043
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,695.996,707.8352,0.4877,0.3917
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,695.2755,370.7834,0.5429,0.3893
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,694.3246,340.7417,0.5032,0.3415
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,694.6523,242.6634,0.7361,1.216
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,695.0,118.0,0.4199,0.364
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,694.5247,285.9627,0.5668,0.3425
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,693.8116,66.5942,0.7036,0.4322
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,693.0,306.0,0.4282,0.3125
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,692.9359,198.9947,0.5108,0.518
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,693.1877,13.9232,0.5029,0.2677
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,691.9929,781.9445,0.4933,0.5885
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,692.3135,211.0852,0.5102,0.5265
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,691.0,600.0,0.4063,0.3231
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,690.9016,428.7495,0.5003,0.4421
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,691.0,97.0,0.4042,0.3521
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,689.9476,235.852,0.5899,0.6401
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,690.2621,51.4508,0.5039,0.3718
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,688.8452,695.8714,0.4896,0.4246
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,688.6651,433.4691,0.6711,0.5357
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,689.0429,256.7764,0.7752,0.5574
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,687.8118,763.632,0.6785,0.5427
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,688.6306,636.7195,0.5055,0.5078
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,688.0101,371.0007,0.9123,0.6082
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,687.3751,221.8597,0.6176,0.6276
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,688.7095,169.6695,0.502,0.5142
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,686.0151,755.0554,0.4784,0.3879
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,687.0,408.0,0.4336,0.3816
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,686.0,807.0,0.4504,0.626
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,685.8601,788.89,0.7377,0.7446
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,686.168,661.9071,0.676,0.6388
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,685.9068,243.9466,0.8092,0.6209
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,686.0,234.0,0.4021,0.5169
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,685.9584,177.9366,0.7907,0.6163
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,685.1094,686.7395,0.5307,0.4978
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,684.9838,643.0024,0.5086,0.5886
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,685.4063,383.9405,0.5157,0.4801
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,684.812,189.6888,0.7206,0.6507
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,684.7941,59.8742,0.4969,0.3549
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,684.0809,112.1978,0.5039,0.3267
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,684.2229,52.0431,0.4884,0.3754
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,683.0002,837.5715,0.5232,0.5335
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,682.1281,808.5505,0.4706,0.6819
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,682.2175,627.0532,0.4888,0.5811
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,681.7663,617.6442,0.5594,0.526
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,682.1317,350.5868,0.5942,0.3742
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,682.0,307.0,0.4515,0.2846
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,681.0,610.0,0.4543,0.4427
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,680.9858,390.4172,0.4961,0.3748
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,681.0,381.0,0.4466,0.4372
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,679.598,829.115,0.5143,0.5452
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,680.0,776.0,0.4082,0.5087
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,679.4523,229.8285,0.4816,0.4959
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,680.1267,207.7385,0.4975,0.5241
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,679.4817,45.8106,0.5236,0.3889
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,679.0,249.0,0.4846,0.4705
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,678.5248,136.8785,0.466,0.3833
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,678.1809,755.7808,0.7944,0.7771
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,678.1481,264.7798,0.6414,0.5294
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,677.0,660.0,0.4335,0.5934
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,677.1566,650.7676,0.7213,0.9218
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,677.5315,597.9164,0.507,0.3326
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,676.0807,669.025,0.4937,0.6125
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,675.4237,627.3931,0.4904,0.629
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,676.5261,241.8226,0.4867,0.4752
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,675.5514,98.031,0.5649,0.557
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,676.4227,13.1322,0.4964,0.267
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,674.8247,29.9842,0.7379,0.4614
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,675.0895,682.7908,0.4914,0.5191
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,673.6169,635.4311,0.5313,1.0485
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,673.4088,835.0476,0.4873,0.5886
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,673.0,700.0,0.4086,0.4526
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,672.5843,405.6379,0.5147,0.3718
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,673.9855,391.7066,0.4798,0.3645
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,672.9549,111.0096,0.5212,0.3972
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,673.0,36.0,0.452,0.3996
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,671.6306,264.5455,0.7266,0.6667
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,670.7981,616.9983,0.5239,0.5412
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,670.0,777.0,0.4573,0.6214
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,670.0,354.0,0.4178,0.3114
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,669.944,228.9238,0.5072,0.46
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,669.1692,653.5496,0.4973,0.7139
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,669.4909,592.494,0.4964,0.3622
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,668.7201,284.1194,0.5126,0.3228
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,668.0,840.0,0.4704,0.5687
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,668.0279,327.9644,0.5005,0.2893
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,668.8294,255.4003,0.4856,0.4592
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,668.0258,91.8775,0.5934,0.5413
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,668.4643,9.2238,0.4991,0.2733
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,667.4281,643.9,0.4955,0.834
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,667.9716,51.9759,0.5081,0.4213
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,666.6735,806.9465,0.4973,0.5864
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,666.0623,692.6,0.5927,0.5878
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,666.1645,672.7366,0.5011,0.6538
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,663.9625,776.7337,0.4983,0.6393
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,663.5055,608.2881,0.518,0.5624
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,663.3475,111.5405,0.4909,0.4674
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,664.0252,36.0497,0.4945,0.3805
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,662.4395,249.6646,0.4802,0.6094
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,661.0,800.0,0.4102,0.5803
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,661.0,190.0,0.4849,0.4775
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,661.9472,180.0185,0.5044,0.4452
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,662.0583,62.037,0.5017,0.4313
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,659.5735,767.7881,0.4969,0.5526
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,661.0433,681.3528,0.4949,0.5325
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,659.3738,652.0472,0.4284,0.7491
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,660.0,640.0,0.4829,0.7894
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,660.5596,629.6101,0.4865,0.7437
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,659.9568,589.7722,0.5007,0.3788
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,660.9556,304.5326,0.4986,0.2954
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,659.6154,78.516,0.4911,0.3703
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,658.139,712.6364,0.4863,0.5298
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,659.0,607.0,0.4203,0.5333
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,658.6868,261.006,0.7252,0.5735
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,658.627,622.5918,0.4975,0.6564
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,657.5262,124.5782,0.6359,0.555
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,657.0,823.0,0.439,0.6362
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,657.252,699.801,0.4867,0.4712
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,657.0,690.0,0.4047,0.5042
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,656.088,674.1105,0.5071,0.6403
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,656.0,664.0,0.4188,0.6107
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,657.3209,648.39,0.4588,0.824
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,655.2406,844.9054,0.4901,0.6133
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,655.0486,227.3838,0.5021,0.4076
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,654.1787,613.7026,0.5081,0.6256
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,654.0,253.0,0.4636,0.478
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,654.9482,115.9515,0.499,0.4281
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,653.136,800.7439,0.5826,0.7023
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,652.2524,635.6117,0.5178,0.8715
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,652.7957,599.8284,0.5254,0.5069
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,652.6681,106.6936,0.6217,0.4795
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,653.0,67.0,0.4643,0.3933
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,651.8859,83.6629,0.4972,0.3843
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,652.0,60.0,0.4738,0.3873
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,651.8973,264.2842,0.5058,0.4221
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,650.891,37.9573,0.5589,0.4333
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,649.9919,765.3347,0.4968,0.7162
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,649.9241,667.043,0.8557,0.8706
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,649.3809,687.1165,0.5168,0.586
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,648.5852,191.5328,0.5537,0.4747
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,646.9151,790.9983,0.5494,0.7297
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,646.4836,619.4198,0.6401,1.2375
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,646.7476,610.8549,0.6931,0.8475
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,646.95,203.6701,0.5414,0.4982
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,646.1389,695.0102,0.5222,0.6069
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,646.0,659.0,0.4305,0.6138
